filename,file_path,label,rows,cols,total_frames,frame_times
IM_1271,/autodl-fs/data/Pro/DSA/dicom_all/IM_1271,1,1024,1024,26,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936,2000"
IM_1274,/autodl-fs/data/Pro/DSA/dicom_all/IM_1274,1,1024,1024,53,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.44,499.968,499.968,499.968,499.968,500.096,499.968,499.968"
IM_1282,/autodl-fs/data/Pro/DSA/dicom_all/IM_1282,1,1024,1024,27,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936,2000.128,2000"
IM_1285,/autodl-fs/data/Pro/DSA/dicom_all/IM_1285,1,1024,1024,49,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968"
IM_1288,/autodl-fs/data/Pro/DSA/dicom_all/IM_1288,0,1024,1024,26,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936,2000.128"
IM_1291,/autodl-fs/data/Pro/DSA/dicom_all/IM_1291,1,1024,1024,45,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312"
IM_1296,/autodl-fs/data/Pro/DSA/dicom_all/IM_1296,1,1024,1024,35,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312"
IM_1301,/autodl-fs/data/Pro/DSA/dicom_all/IM_1301,1,1024,1024,10,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
IM_1304,/autodl-fs/data/Pro/DSA/dicom_all/IM_1304,0,1024,1024,54,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_1311,/autodl-fs/data/Pro/DSA/dicom_all/IM_1311,0,1024,1024,47,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968"
IM_1320,/autodl-fs/data/Pro/DSA/dicom_all/IM_1320,1,1024,1024,56,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.44,499.968,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_1325,/autodl-fs/data/Pro/DSA/dicom_all/IM_1325,0,1024,1024,45,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936,1000.064,999.936"
IM_1328,/autodl-fs/data/Pro/DSA/dicom_all/IM_1328,0,1024,1024,26,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936,2000"
IM_1331,/autodl-fs/data/Pro/DSA/dicom_all/IM_1331,0,1024,1024,23,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064"
IM_1334,/autodl-fs/data/Pro/DSA/dicom_all/IM_1334,1,1024,1024,48,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,499.968,499.968"
IM_1339,/autodl-fs/data/Pro/DSA/dicom_all/IM_1339,1,1024,1024,25,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,999.936,1000.064"
IM_1342,/autodl-fs/data/Pro/DSA/dicom_all/IM_1342,0,1024,1024,27,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.44,333.184,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936,2000.128,2000"
IM_1345,/autodl-fs/data/Pro/DSA/dicom_all/IM_1345,0,1024,1024,25,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064"
IM_1348,/autodl-fs/data/Pro/DSA/dicom_all/IM_1348,0,1024,1024,46,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_1356,/autodl-fs/data/Pro/DSA/dicom_all/IM_1356,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312"
IM_1359,/autodl-fs/data/Pro/DSA/dicom_all/IM_1359,0,1024,1024,27,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936,2000.128,2000"
IM_1362,/autodl-fs/data/Pro/DSA/dicom_all/IM_1362,1,1024,1024,48,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064,1000.064,999.936,1000.064,999.936,1000.064,999.936"
IM_1365,/autodl-fs/data/Pro/DSA/dicom_all/IM_1365,0,1024,1024,49,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064,1000.064,999.936,1000.064,999.936,1000.064,999.936,1000.064"
IM_1368,/autodl-fs/data/Pro/DSA/dicom_all/IM_1368,0,1024,1024,40,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_1371,/autodl-fs/data/Pro/DSA/dicom_all/IM_1371,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_1374,/autodl-fs/data/Pro/DSA/dicom_all/IM_1374,0,1024,1024,46,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.44,333.184,333.44,333.312,333.312"
IM_1382,/autodl-fs/data/Pro/DSA/dicom_all/IM_1382,0,1024,1024,25,"0,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936"
IM_1385,/autodl-fs/data/Pro/DSA/dicom_all/IM_1385,0,1024,1024,40,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_1388,/autodl-fs/data/Pro/DSA/dicom_all/IM_1388,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,999.936"
IM_1391,/autodl-fs/data/Pro/DSA/dicom_all/IM_1391,0,1024,1024,39,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_1394,/autodl-fs/data/Pro/DSA/dicom_all/IM_1394,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312"
IM_1404,/autodl-fs/data/Pro/DSA/dicom_all/IM_1404,1,1024,1024,22,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064,1000.064,999.936,1000.064"
IM_1406,/autodl-fs/data/Pro/DSA/dicom_all/IM_1406,0,1024,1024,35,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.312,333.44"
IM_1411,/autodl-fs/data/Pro/DSA/dicom_all/IM_1411,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_1414,/autodl-fs/data/Pro/DSA/dicom_all/IM_1414,1,1024,1024,54,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_1422,/autodl-fs/data/Pro/DSA/dicom_all/IM_1422,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064"
IM_1425,/autodl-fs/data/Pro/DSA/dicom_all/IM_1425,0,1024,1024,46,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064,999.936,1000.064,1000.064,999.936"
IM_1428,/autodl-fs/data/Pro/DSA/dicom_all/IM_1428,0,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,999.936,1000.064"
IM_1431,/autodl-fs/data/Pro/DSA/dicom_all/IM_1431,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_1434,/autodl-fs/data/Pro/DSA/dicom_all/IM_1434,1,1024,1024,46,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44"
IM_1441,/autodl-fs/data/Pro/DSA/dicom_all/IM_1441,1,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,999.936,1000.064"
IM_1444,/autodl-fs/data/Pro/DSA/dicom_all/IM_1444,1,1024,1024,46,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,999.936,1000.064,999.936,1000.064,999.936"
IM_1447,/autodl-fs/data/Pro/DSA/dicom_all/IM_1447,1,1024,1024,40,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_1450,/autodl-fs/data/Pro/DSA/dicom_all/IM_1450,0,1024,1024,47,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,499.968"
IM_1455,/autodl-fs/data/Pro/DSA/dicom_all/IM_1455,1,1024,1024,49,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,499.968,499.968,499.968"
IM_1460,/autodl-fs/data/Pro/DSA/dicom_all/IM_1460,1,1024,1024,48,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,999.936,1000.064,999.936,1000.064,999.936,1000.064,1000.064"
IM_1463,/autodl-fs/data/Pro/DSA/dicom_all/IM_1463,1,1024,1024,39,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312"
IM_1471,/autodl-fs/data/Pro/DSA/dicom_all/IM_1471,1,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_1474,/autodl-fs/data/Pro/DSA/dicom_all/IM_1474,0,1024,1024,44,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936,1000.064"
IM_1477,/autodl-fs/data/Pro/DSA/dicom_all/IM_1477,1,1024,1024,37,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968"
IM_1480,/autodl-fs/data/Pro/DSA/dicom_all/IM_1480,1,1024,1024,48,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968"
IM_1488,/autodl-fs/data/Pro/DSA/dicom_all/IM_1488,1,1024,1024,22,"0,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064"
IM_1493,/autodl-fs/data/Pro/DSA/dicom_all/IM_1493,1,1024,1024,25,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064"
IM_1496,/autodl-fs/data/Pro/DSA/dicom_all/IM_1496,1,1024,1024,26,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,999.936,1000.064,1000.064,999.936,1000.064,2000"
IM_1504,/autodl-fs/data/Pro/DSA/dicom_all/IM_1504,0,1024,1024,27,"0,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,999.936,1000.064,1000.064,999.936,1000.064,2000,2000"
IM_1507,/autodl-fs/data/Pro/DSA/dicom_all/IM_1507,0,1024,1024,24,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,1000.064"
IM_1519,/autodl-fs/data/Pro/DSA/dicom_all/IM_1519,1,1024,1024,27,"0,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064,2000,2000"
IM_1527,/autodl-fs/data/Pro/DSA/dicom_all/IM_1527,0,1024,1024,21,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064"
IM_1530,/autodl-fs/data/Pro/DSA/dicom_all/IM_1530,0,1024,1024,22,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064"
IM_1533,/autodl-fs/data/Pro/DSA/dicom_all/IM_1533,1,1024,1024,23,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064"
IM_1536,/autodl-fs/data/Pro/DSA/dicom_all/IM_1536,0,1024,1024,24,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,999.936,1000.064,1000.064,999.936"
IM_1543,/autodl-fs/data/Pro/DSA/dicom_all/IM_1543,0,1024,1024,49,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968"
IM_1572,/autodl-fs/data/Pro/DSA/dicom_all/IM_1572,0,1024,1024,43,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936"
IM_1574,/autodl-fs/data/Pro/DSA/dicom_all/IM_1574,1,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,999.936,1000.064"
IM_1576,/autodl-fs/data/Pro/DSA/dicom_all/IM_1576,1,1024,1024,41,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_1579,/autodl-fs/data/Pro/DSA/dicom_all/IM_1579,0,1024,1024,43,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312"
IM_1584,/autodl-fs/data/Pro/DSA/dicom_all/IM_1584,1,1024,1024,39,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_1587,/autodl-fs/data/Pro/DSA/dicom_all/IM_1587,0,1024,1024,38,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096"
IM_1590,/autodl-fs/data/Pro/DSA/dicom_all/IM_1590,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,999.936"
IM_1593,/autodl-fs/data/Pro/DSA/dicom_all/IM_1593,0,1024,1024,45,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312"
